CompanyName,Website,Industry,Sub-Industry,MarketSegment,AI_Functional_Category,CompanyDescription,LatestFundingDate,LatestFundingAmount,LatestFundingRound,CompanyTotalFunding,CompanyInvestors,CompanyExitDate,CompanyLatestValuation,CompanyFoundedYear,CompanyDataAdded,CompanyStatus,CompanyCompetitors,CompanyMarketCap,LocationContinent,LocationCountry,LocationState,LocationCity,LocationAddress,Notes
Arontier,arontier.co,unknown,unknown,unknown,Platforms - molecular design,"Arontier an artificial intelligence (AI) drug development company that offers physics principles and machine learning algorithms to develop antibodies, protein binders, peptidomimetics, and small-molecule drugs. It solutions cater to the pharmaceutical industry. It was founded in 2017 and is based in Seoul, South Korea.",7/2/24,3.6,Corporate Minority,3.6,unknown,unknown,28.8,2017,12/30/24,Alive / Active,unknown,0,Asia,South Korea,unknown,Seoul,"241, Gangnam-daero, Seocho-gu 15F",unknown
InVivo AI,invivoai.com,unknown,unknown,unknown,Platforms - molecular design,"InVivo AI, also known as Valence Labs, is a research entity that focuses on artificial intelligence in drug discovery. The company uses machine learning and computational models to predict molecular properties and support pharmaceutical research. Valence Labs serves the biotechnology and pharmaceutical industries with its research in AI applications for drug discovery. It was founded in 2018 and is based in Montreal, Quebec.",9/9/20,0,Incubator/Accelerator - II,0.52,unknown,unknown,0,2018,12/30/24,Alive / Active,unknown,0,North America,Canada,Quebec,Montreal,51 Sherbrooke St W 203,unknown
Euclia,euclia.io,unknown,unknown,unknown,Platforms - molecular design,"Euclia develops AI and screening methodologies to generate ideal small molecule candidates. It focuses on health, safety, and sustainability by developing and democratizing AI solutions, discovering drugs, and designing materials. The company was founded in 2022 and is based in Athens, Greece.",8/28/23,0.01,Incubator/Accelerator,0.01,unknown,9/23/21,0,2022,12/30/24,Alive / Active,unknown,0,Europe,Greece,unknown,Athens,unknown,unknown
Yingnuomaibo,unknown,unknown,unknown,unknown,Platforms - molecular design,"Yingnuomaibo is an AI pharmaceutical tool platform operating in the biotechnology sector. The company offers a drug development decision-making platform that leverages proteomics technology and a variety of disease models with high clinical relevance, such as PDX/PDO, to integrate deep biological knowledge derived from big data and AI computations for the development of proprietary drugs and Illumina in vitro diagnostic (IVD) products. It was founded in 2021 and is based in Jinshan, China.",7/23/24,0,Seed,0,unknown,unknown,0,2021,12/30/24,Alive / Active,unknown,0,Asia,China,Shanghai,Jinshan,"No. 181, Songyu Road, Tinglin Town Room 7936, Building 2",unknown
LNPsolution,lnpsolution.com,unknown,unknown,unknown,Platforms - molecular design,"LNPsolution provides computational drug discovery services within the biotechnology and pharmaceuticals industry. The company offers services including virtual screening, molecular dynamics simulations, and biologics modeling, utilizing AI and machine learning technologies. These services support drug discovery and development by delivering in silico analysis and strategy. It was founded in 2022 and is based in South Korea.",unknown,0,unknown,0,unknown,unknown,0,2022,12/30/24,Alive / Active,unknown,0,Asia,South Korea,unknown,unknown,unknown,unknown
Biagon,biagoninc.com,unknown,unknown,unknown,Platforms - molecular design,"Biagon works on drug discovery within the biotechnology sector by focusing on G protein-coupled receptor (GPCR) activation. The company provides machine learning solutions that assist drug developers in uncovering molecular mechanisms and predicting signaling efficacy for GPCR-targeting campaigns. Biagon's technology examines the conformational space of GPCR targets to inform therapeutic outcomes. It was founded in 2024 and is based in Chicago, Illinois.",unknown,0,unknown,0,unknown,unknown,0,2024,12/30/24,Alive / Active,unknown,0,North America,United States,Illinois,Chicago,unknown,unknown
SiBioLEAD,sibiolead.com,unknown,unknown,unknown,Platforms - molecular design,"Sibiolead is involved in computational drug discovery within the biotechnology and pharmaceutical sectors. The company provides services such as high-throughput virtual library screening, kinome-wide virtual screening, molecular dynamic simulations, and protein-protein interaction analysis, using machine learning and neural networks. These services aim to assist with academic research and biopharmaceutical development. It was founded in 2023 and is based in Little Rock, Arkansas.",unknown,0,unknown,0,unknown,unknown,0,2023,12/30/24,Alive / Active,unknown,0,North America,United States,Arkansas,Little Rock,unknown,unknown
Neuralgap,neuralgap.io,unknown,unknown,unknown,Platforms - molecular design,"Neuralgap is involved in drug discovery using deep learning within the biotechnology sector. The company offers AI solutions such as virtual screening, molecular dynamics simulations, and predictive modeling to assist pharmaceutical startups and enterprises in their research. Neuralgap's services include genomics analysis, literature mining, and safety assessments. It was founded in 2023 and is based in Wilmington, Delaware.",unknown,0,unknown,0,unknown,unknown,0,2023,12/30/24,Alive / Active,unknown,0,North America,United States,Delaware,Wilmington,unknown,unknown
Freecurve Labs,freecurve.com,unknown,unknown,unknown,Platforms - molecular design,"Freecurve Labs focuses on molecular simulation, predicting the properties and behaviors of complex systems within the biotech, materials, minerals, and energy sectors. The company utilizes principles from physics, mathematics, computer science, artificial intelligence, and computational chemistry to model molecular interactions and support drug discovery, energy storage, and materials design. Freecurve Labs serves academic institutions, national laboratories, and commercial partners in the biotech and energy industries. It was founded in 2024 and is based in Berkeley, California.",unknown,0,unknown,0,unknown,unknown,0,2024,12/30/24,Alive / Active,unknown,0,North America,United States,California,Berkeley,unknown,unknown
Phronesis AI,phronesisai.com,unknown,unknown,unknown,Platforms - molecular design,"Phronesis AI is a biotechnology company that utilizes advanced artificial intelligence to address real-world pharmaceutical challenges. The company's main service involves the use of AI for fully autonomous de novo drug design, aiming to accelerate the development of new medicines. Phronesis AI primarily serves the pharmaceutical industry. It is based in Alabama, United States.",12/28/21,0.3,Seed,0.3,unknown,unknown,0,unknown,12/30/24,Alive / Active,unknown,0,North America,United States,Alabama,unknown,unknown,unknown
Receptor.AI,receptor.ai,unknown,unknown,unknown,Platforms - molecular design,"Receptor.AI focuses on artificial intelligence (AI)-accelerated drug discovery in the pharmaceutical industry. The company offers a software-as-a-service (SaaS) platform using AI to identify potential targets and design drug candidates for precision medicine, aiming to achieve ultimate selectivity against highly similar off-targets. Receptor.AI was founded in 2021 and is based in London, United Kingdom.",1/3/23,0,Grant,0,unknown,unknown,0,2021,12/30/24,Alive / Active,unknown,0,Europe,United Kingdom,England,London,unknown,unknown
Pending.AI,pending.ai,unknown,unknown,unknown,Platforms - molecular design,"Pending.AI focuses on revolutionizing the field of medicinal innovation through the use of artificial intelligence and quantum mechanics. The company offers a discovery platform that significantly accelerates the development of high-quality small molecule drugs by leveraging large datasets and advanced computational techniques. Pending.AI's solutions are designed to enhance the capabilities of scientists in drug design and discovery, providing tools for generating novel molecules and analyzing protein structures. It was founded in 2018 and is based in Cambridge, Massachusetts.",10/1/20,0,Seed VC,0,unknown,unknown,0,2018,12/30/24,Alive / Active,Iktos,0,North America,United States,Massachusetts,Cambridge,1 Broadway,unknown
Converge Bio,converge-bio.com,unknown,unknown,unknown,Platforms - molecular design,"Converge Bio specializes in integrating generative artificial intelligence with biological data within the biotechnology and pharmaceutical sectors. The company offers solutions that use large language models to enhance drug discovery and development processes. Its platform is designed to optimize small molecules, generate antibodies, discover new drug targets, design messenger RNA (mRNA) vaccines, identify biomarkers, and engineer novel proteins. The company was founded in 2024 and is based in Wilmington, Delaware.",11/20/24,5.5,Seed VC,5.5,unknown,unknown,0,2024,12/30/24,Alive / Active,unknown,0,North America,United States,Delaware,Wilmington,108 West 13th Street Suite 100,unknown
NeuroX1,neurox1.com,unknown,unknown,unknown,Platforms - molecular design,"NeuroX1 operates as a computational drug design company focused on creating therapeutics for neurodegenerative disorders. The company utilizes data analytics and machine learning to design small molecule drugs aimed at help in neurological functions. It primarily serves the pharmaceutical industry with its cloud-based high performance computing platform for drug discovery and molecule screening. The company was founded in 2021 and is based in Austin, Texas.",3/19/24,0.12,Seed,0.62,unknown,unknown,0,2021,12/30/24,Alive / Active,unknown,0,North America,United States,Texas,Austin,2205 North Lamar Boulevard Unit 223,unknown
AI|ffinity,aiffinity.com,unknown,unknown,unknown,Platforms - molecular design,"AI|ffinity is a company that specializes in molecular design within the pharmaceutical and biotechnology sectors. The company offers services that leverage nuclear magnetic resonance (NMR) and artificial intelligence (AI) for drug discovery processes, including hit identification, lead optimization, and the determination of protein structures. AI|ffinity's technology is particularly suited for studying intrinsically disordered proteins and transmembrane proteins. It was founded in 2021 and is based in Brno, Czech Republic.",11/13/24,0.44,Pre-Seed,0.44,unknown,1/1/21,0,2021,12/30/24,Alive / Active,unknown,0,Europe,Czech Republic,unknown,Brno,"Purkynova, South Moravia",unknown
